"Protein","LogIntensities","GROUP"
"sp|Q92616|GCN1_HUMAN",25.6604276306577,"H197"
"sp|Q92616|GCN1_HUMAN",25.6384837420846,"H197"
"sp|Q92616|GCN1_HUMAN",25.3474680181995,"H197"
"sp|Q92616|GCN1_HUMAN",26.0140916531613,"H446"
"sp|Q92616|GCN1_HUMAN",25.8349597813038,"H446"
"sp|Q92616|GCN1_HUMAN",25.7397136984639,"H446"
"sp|Q92616|GCN1_HUMAN",26.0415330130172,"H69"
"sp|Q92616|GCN1_HUMAN",25.9721312404113,"H69"
"sp|Q92616|GCN1_HUMAN",25.7374520423816,"H69"
"sp|Q92620|PRP16_HUMAN",26.2268717871043,"A549"
"sp|Q92620|PRP16_HUMAN",24.5751359689045,"A549"
"sp|Q92620|PRP16_HUMAN",24.9535256710182,"H197"
"sp|Q92620|PRP16_HUMAN",26.5393317788811,"H197"
"sp|Q92620|PRP16_HUMAN",27.9670649369355,"H197"
"sp|Q92620|PRP16_HUMAN",25.0687726433212,"H446"
"sp|Q92620|PRP16_HUMAN",24.9967228835731,"H446"
"sp|Q92620|PRP16_HUMAN",25.6147094798743,"H69"
"sp|Q92621|NU205_HUMAN",25.9442415937743,"A549"
"sp|Q92621|NU205_HUMAN",25.8512758086642,"A549"
"sp|Q92621|NU205_HUMAN",26.0613640968038,"A549"
"sp|Q92621|NU205_HUMAN",26.6651756512757,"H197"
"sp|Q92621|NU205_HUMAN",26.7328874241972,"H197"
"sp|Q92621|NU205_HUMAN",26.3516749382976,"H197"
"sp|Q92621|NU205_HUMAN",25.3431425580751,"H446"
"sp|Q92621|NU205_HUMAN",25.9779341534023,"H446"
"sp|Q92621|NU205_HUMAN",25.5986507978005,"H446"
"sp|Q92621|NU205_HUMAN",26.5496241499354,"H69"
"sp|Q92621|NU205_HUMAN",26.0614503981019,"H69"
"sp|Q92621|NU205_HUMAN",26.3931199139466,"H69"
"sp|Q92643|GPI8_HUMAN",25.3448011172251,"A549"
"sp|Q92643|GPI8_HUMAN",25.2206044352225,"A549"
"sp|Q92643|GPI8_HUMAN",26.0763855940662,"A549"
"sp|Q92643|GPI8_HUMAN",24.5100785101532,"H197"
"sp|Q92643|GPI8_HUMAN",25.4721994898944,"H446"
"sp|Q92643|GPI8_HUMAN",26.1221004290458,"H446"
"sp|Q92643|GPI8_HUMAN",25.3368890061426,"H446"
"sp|Q92643|GPI8_HUMAN",25.5544434806741,"H69"
"sp|Q92643|GPI8_HUMAN",26.345732598259,"H69"
"sp|Q92643|GPI8_HUMAN",25.8160590073655,"H69"
"sp|Q92665|RT31_HUMAN",25.715853426357,"A549"
"sp|Q92665|RT31_HUMAN",25.8363451679161,"A549"
"sp|Q92665|RT31_HUMAN",25.5092311432883,"A549"
"sp|Q92665|RT31_HUMAN",25.2403448910536,"H197"
"sp|Q92665|RT31_HUMAN",24.539095679128,"H197"
"sp|Q92665|RT31_HUMAN",24.736300588819,"H197"
"sp|Q92665|RT31_HUMAN",26.8575048771106,"H446"
"sp|Q92665|RT31_HUMAN",26.4164316865931,"H446"
"sp|Q92665|RT31_HUMAN",26.6244421176428,"H446"
"sp|Q92665|RT31_HUMAN",25.8099393478647,"H69"
"sp|Q92665|RT31_HUMAN",24.9992347688707,"H69"
"sp|Q92665|RT31_HUMAN",25.9146461487169,"H69"
"sp|Q92667-2|AKAP1_HUMAN",25.555623202014,"A549"
"sp|Q92667-2|AKAP1_HUMAN",25.4318266797284,"A549"
"sp|Q92667-2|AKAP1_HUMAN",25.5465599823441,"A549"
"sp|Q92667-2|AKAP1_HUMAN",25.4605185803322,"H197"
"sp|Q92667-2|AKAP1_HUMAN",26.4678635348363,"H197"
"sp|Q92667-2|AKAP1_HUMAN",26.0933212909595,"H197"
"sp|Q92667-2|AKAP1_HUMAN",22.3257757473243,"H446"
"sp|Q92667-2|AKAP1_HUMAN",23.3021362813381,"H446"
"sp|Q92667-2|AKAP1_HUMAN",23.2412903203894,"H446"
"sp|Q92667-2|AKAP1_HUMAN",25.4673394979006,"H69"
"sp|Q92667-2|AKAP1_HUMAN",27.4162073793344,"H69"
"sp|Q92667-2|AKAP1_HUMAN",25.3600315939728,"H69"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.4592721182378,"A549"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.6075714572659,"A549"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.610831408287,"A549"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.5683648696891,"H197"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.5989850814917,"H197"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.4683977279497,"H197"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.2793721573261,"H446"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.3820409021906,"H446"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",26.8505859218322,"H446"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.9765268808998,"H69"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",28.0460028585264,"H69"
"sp|Q92688-2|AN32B_HUMAN;sp|Q92688|AN32B_HUMAN",27.7549235507294,"H69"
"sp|Q92696|PGTA_HUMAN",26.6018577728131,"A549"
"sp|Q92696|PGTA_HUMAN",26.7092335205407,"A549"
"sp|Q92696|PGTA_HUMAN",27.2045559938131,"H197"
"sp|Q92696|PGTA_HUMAN",27.3019512390695,"H197"
"sp|Q92696|PGTA_HUMAN",26.7777323351835,"H446"
"sp|Q92696|PGTA_HUMAN",27.0726327267322,"H446"
"sp|Q92696|PGTA_HUMAN",27.1491057301486,"H446"
"sp|Q92696|PGTA_HUMAN",25.772437662602,"H69"
"sp|Q92696|PGTA_HUMAN",26.6204486812258,"H69"
"sp|Q92733|PRCC_HUMAN",25.8513351147744,"A549"
"sp|Q92733|PRCC_HUMAN",25.3543662852203,"H197"
"sp|Q92733|PRCC_HUMAN",25.6215238424534,"H197"
"sp|Q92733|PRCC_HUMAN",26.1113532845105,"H197"
"sp|Q92733|PRCC_HUMAN",26.5380605108034,"H69"
"sp|Q92733|PRCC_HUMAN",26.050365567416,"H69"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",27.5703063899789,"A549"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",27.651233406797,"A549"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",27.6617722936305,"A549"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",28.212473914805,"H197"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",27.9057234437983,"H197"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",27.9150818404732,"H197"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",26.3678317527256,"H446"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",27.3642770581878,"H446"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",26.7605222640127,"H446"
"sp|Q92734-2|TFG_HUMAN;sp|Q92734|TFG_HUMAN",26.1301082315566,"H69"
"sp|Q92747|ARC1A_HUMAN",26.7047728572904,"A549"
"sp|Q92747|ARC1A_HUMAN",26.4699631318606,"A549"
"sp|Q92747|ARC1A_HUMAN",26.8492610404848,"A549"
"sp|Q92747|ARC1A_HUMAN",27.201829244883,"H197"
"sp|Q92747|ARC1A_HUMAN",27.2927113992232,"H197"
"sp|Q92747|ARC1A_HUMAN",27.0553568257655,"H197"
"sp|Q92747|ARC1A_HUMAN",26.3266458460874,"H446"
"sp|Q92747|ARC1A_HUMAN",26.283686258925,"H446"
"sp|Q92747|ARC1A_HUMAN",26.8650602372087,"H446"
"sp|Q92747|ARC1A_HUMAN",27.3106975538858,"H69"
"sp|Q92747|ARC1A_HUMAN",27.3116651042265,"H69"
"sp|Q92747|ARC1A_HUMAN",27.2135478225908,"H69"
"sp|Q92769|HDAC2_HUMAN",26.5139408388962,"A549"
"sp|Q92769|HDAC2_HUMAN",26.2887685396148,"A549"
"sp|Q92769|HDAC2_HUMAN",26.571407612482,"A549"
"sp|Q92769|HDAC2_HUMAN",26.4408776824554,"H197"
"sp|Q92769|HDAC2_HUMAN",26.3867112631357,"H197"
"sp|Q92769|HDAC2_HUMAN",26.3503870846422,"H197"
"sp|Q92769|HDAC2_HUMAN",27.02871927148,"H446"
"sp|Q92769|HDAC2_HUMAN",27.3962913686677,"H446"
"sp|Q92769|HDAC2_HUMAN",27.2646845187087,"H446"
"sp|Q92769|HDAC2_HUMAN",27.6866804793087,"H69"
"sp|Q92769|HDAC2_HUMAN",27.6908471898217,"H69"
"sp|Q92769|HDAC2_HUMAN",27.1937860076886,"H69"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.0006069358382,"A549"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.2226491549834,"A549"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.3626760306845,"A549"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.5679582805179,"H197"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.3931351702109,"H197"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.2359017411809,"H197"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",27.8243672634448,"H446"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",28.1915712241359,"H446"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",28.3751934130614,"H446"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",25.2114684047516,"H69"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",26.0796107192471,"H69"
"sp|Q92783-2|STAM1_HUMAN;sp|Q92783|STAM1_HUMAN",25.8305166642879,"H69"
"sp|Q92785|REQU_HUMAN",26.7816688219774,"H197"
"sp|Q92785|REQU_HUMAN",25.848370506389,"H446"
"sp|Q92785|REQU_HUMAN",25.6044935217581,"H446"
"sp|Q92785|REQU_HUMAN",26.4082276645931,"H69"
"sp|Q92785|REQU_HUMAN",25.9569193325735,"H69"
"sp|Q92785|REQU_HUMAN",26.1787941580633,"H69"
"sp|Q92797|SYMPK_HUMAN",25.9014247122549,"A549"
"sp|Q92797|SYMPK_HUMAN",25.7538847760196,"A549"
"sp|Q92797|SYMPK_HUMAN",25.6169985326098,"A549"
"sp|Q92797|SYMPK_HUMAN",25.3606649657713,"H197"
"sp|Q92797|SYMPK_HUMAN",25.2317484795009,"H197"
"sp|Q92797|SYMPK_HUMAN",24.0601383287474,"H197"
"sp|Q92797|SYMPK_HUMAN",25.6566924913389,"H446"
"sp|Q92797|SYMPK_HUMAN",25.548679221495,"H446"
"sp|Q92797|SYMPK_HUMAN",25.2837912716976,"H446"
"sp|Q92797|SYMPK_HUMAN",26.154486328862,"H69"
"sp|Q92797|SYMPK_HUMAN",25.9963105091916,"H69"
"sp|Q92797|SYMPK_HUMAN",25.9778675706357,"H69"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.1814924479033,"A549"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.4834957433973,"A549"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",28.0346445643127,"A549"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.2740538129431,"H197"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",26.8590584342431,"H197"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.3332673282434,"H197"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",26.8940126509409,"H446"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.9971036192665,"H446"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.9102353487151,"H446"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",28.0228924566127,"H69"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",28.0459839199702,"H69"
"sp|Q92804-2|RBP56_HUMAN;sp|Q92804|RBP56_HUMAN",27.3577544925189,"H69"
"sp|Q92820|GGH_HUMAN",25.7750174589961,"A549"
"sp|Q92820|GGH_HUMAN",26.220059910667,"A549"
"sp|Q92820|GGH_HUMAN",25.9489210805443,"A549"
"sp|Q92820|GGH_HUMAN",24.5450015794394,"H197"
"sp|Q92820|GGH_HUMAN",27.3801523671968,"H446"
"sp|Q92820|GGH_HUMAN",27.5218476787884,"H446"
"sp|Q92820|GGH_HUMAN",27.6531972951677,"H446"
"sp|Q92820|GGH_HUMAN",26.7106715227895,"H69"
"sp|Q92820|GGH_HUMAN",26.4954738537437,"H69"
"sp|Q92820|GGH_HUMAN",26.6149990010578,"H69"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",25.8511024681148,"A549"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",25.5587601049978,"A549"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",25.7516647480908,"H197"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",25.9666804704976,"H197"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",25.6550553975796,"H446"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",27.0502036613091,"H69"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",27.2285973285068,"H69"
"sp|Q92823-2|NRCAM_HUMAN;sp|Q92823-3|NRCAM_HUMAN;sp|Q92823-4|NRCAM_HUMAN;sp|Q92823-5|NRCAM_HUMAN;sp|Q92823-6|NRCAM_HUMAN;sp|Q92823|NRCAM_HUMAN",27.1149390746811,"H69"
"sp|Q92832-2|NELL1_HUMAN;sp|Q92832|NELL1_HUMAN",26.5838889663333,"H446"
"sp|Q92832-2|NELL1_HUMAN;sp|Q92832|NELL1_HUMAN",27.3857279561902,"H69"
"sp|Q92832-2|NELL1_HUMAN;sp|Q92832|NELL1_HUMAN",27.5415859611537,"H69"
"sp|Q92832-2|NELL1_HUMAN;sp|Q92832|NELL1_HUMAN",27.0998584944627,"H69"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.3807987464736,"A549"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.4952829023607,"A549"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.4464754512814,"A549"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.2943984455213,"H197"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.1918035021192,"H197"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.2572865945489,"H197"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.6091810202592,"H446"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.9668552785401,"H446"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",27.9828493242993,"H446"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",28.6849655098148,"H69"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",28.7345795592951,"H69"
"sp|Q92841-1|DDX17_HUMAN;sp|Q92841-3|DDX17_HUMAN",28.3835359309224,"H69"
"sp|Q92841|DDX17_HUMAN",27.9263172316682,"A549"
"sp|Q92841|DDX17_HUMAN",27.7247909052848,"A549"
"sp|Q92841|DDX17_HUMAN",27.9140899407973,"A549"
"sp|Q92841|DDX17_HUMAN",27.4720685634945,"H197"
"sp|Q92841|DDX17_HUMAN",27.7836050969105,"H197"
"sp|Q92841|DDX17_HUMAN",27.201402930622,"H197"
"sp|Q92841|DDX17_HUMAN",27.5589894421623,"H446"
"sp|Q92841|DDX17_HUMAN",27.9515031183563,"H446"
"sp|Q92841|DDX17_HUMAN",28.3355897852255,"H446"
"sp|Q92841|DDX17_HUMAN",29.0290466757131,"H69"
"sp|Q92841|DDX17_HUMAN",28.4730650727515,"H69"
"sp|Q92841|DDX17_HUMAN",28.6000850143136,"H69"
"sp|Q92878-2|RAD50_HUMAN",25.6465143956747,"A549"
"sp|Q92878-2|RAD50_HUMAN",25.7090310515187,"A549"
"sp|Q92878-2|RAD50_HUMAN",26.2361560127863,"A549"
"sp|Q92878-2|RAD50_HUMAN",25.5438481098458,"H197"
"sp|Q92878-2|RAD50_HUMAN",25.5394229442247,"H197"
"sp|Q92878-2|RAD50_HUMAN",25.4897717854848,"H197"
"sp|Q92878-2|RAD50_HUMAN",26.3061783822137,"H446"
"sp|Q92878-2|RAD50_HUMAN",26.2328125821259,"H446"
"sp|Q92878-2|RAD50_HUMAN",26.1702072618493,"H446"
"sp|Q92878-2|RAD50_HUMAN",27.2278708256795,"H69"
"sp|Q92878-2|RAD50_HUMAN",27.2140258801424,"H69"
"sp|Q92878-2|RAD50_HUMAN",27.147550212953,"H69"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",26.772092904623,"A549"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",26.7311074381221,"A549"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",26.5126754942818,"A549"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",26.3402920859416,"H197"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",26.1253582880241,"H197"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",25.7202120097421,"H197"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",27.0295270655606,"H446"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",27.5644298917595,"H446"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",27.3110919648573,"H446"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",27.7746029965477,"H69"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",27.5729114006223,"H69"
"sp|Q92879-2|CELF1_HUMAN;sp|Q92879-3|CELF1_HUMAN;sp|Q92879-6|CELF1_HUMAN;sp|Q92879|CELF1_HUMAN",27.2970433644898,"H69"
"sp|Q92882|OSTF1_HUMAN",26.2549571583013,"A549"
"sp|Q92882|OSTF1_HUMAN",26.8276928050082,"A549"
"sp|Q92882|OSTF1_HUMAN",26.9694751964729,"H197"
"sp|Q92882|OSTF1_HUMAN",27.3726277246817,"H197"
"sp|Q92882|OSTF1_HUMAN",27.2328861537712,"H197"
"sp|Q92882|OSTF1_HUMAN",27.4014048335815,"H69"
"sp|Q92882|OSTF1_HUMAN",27.5576299289574,"H69"
"sp|Q92882|OSTF1_HUMAN",27.2262038617595,"H69"
"sp|Q92887|MRP2_HUMAN",28.6692081845964,"A549"
"sp|Q92887|MRP2_HUMAN",28.594591550106,"A549"
"sp|Q92887|MRP2_HUMAN",28.2853809414492,"H69"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.3468388445677,"A549"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.4741894066439,"A549"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.4029255061898,"A549"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",24.8815787756489,"H197"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",24.7426286950924,"H197"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",25.0765783933814,"H197"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.6137549395735,"H446"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.8765195740614,"H446"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.3613278545378,"H446"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.2126383200651,"H69"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.7825747501033,"H69"
"sp|Q92888-3|ARHG1_HUMAN;sp|Q92888|ARHG1_HUMAN",26.5115580346776,"H69"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.5494347327225,"A549"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.1040808666609,"A549"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.977930823625,"A549"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.2783435757911,"H197"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.4245166256025,"H197"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.5696021072214,"H197"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.2587278313303,"H446"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",26.8857291183764,"H446"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.5538438504775,"H446"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.4225552749992,"H69"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.3030500236388,"H69"
"sp|Q92890-1|UFD1_HUMAN;sp|Q92890-3|UFD1_HUMAN;sp|Q92890|UFD1_HUMAN",27.0319789328049,"H69"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.2383149055434,"A549"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.5411752674463,"A549"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.3532790032912,"A549"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",25.6658217918328,"H197"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.2284947737908,"H197"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",25.9329755706515,"H197"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.9444739744171,"H446"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.6209517019227,"H446"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",26.0775679994589,"H446"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",24.1883948596635,"H69"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",24.0650908649858,"H69"
"sp|Q92896-2|GSLG1_HUMAN;sp|Q92896-3|GSLG1_HUMAN;sp|Q92896|GSLG1_HUMAN",25.9154888987271,"H69"
"sp|Q92900|RENT1_HUMAN",25.680732387058,"A549"
"sp|Q92900|RENT1_HUMAN",25.4338944049454,"A549"
"sp|Q92900|RENT1_HUMAN",25.7679269585132,"A549"
"sp|Q92900|RENT1_HUMAN",26.652086164976,"H197"
"sp|Q92900|RENT1_HUMAN",26.4252194885298,"H197"
"sp|Q92900|RENT1_HUMAN",26.1791281556067,"H197"
"sp|Q92900|RENT1_HUMAN",26.656037308771,"H446"
"sp|Q92900|RENT1_HUMAN",26.942880025874,"H446"
"sp|Q92900|RENT1_HUMAN",26.6783061926755,"H446"
"sp|Q92900|RENT1_HUMAN",26.5293189533365,"H69"
